id,name,email,phone,city,status,description,date_reported,value_estimate,duplicate_field
327,Bob,user327@example.com,123456789,Munich,,Lost black wallet near library,1764270714.830296,207.42,
328,Bob,user328@example.com,00491701234567,Munich,Lost,,,,
329,Mallory,invalid-email,+49 170 1234567,Hamburg,FOUND,Found keys at cafeteria,,unknown,
330,Mallory,invalid-email,123456789,Munich,Lost,Lost black wallet near library,10-07-2023,,
331,Bob,invalid-email,abc123,Berlin,FOUND,,2024-11-29,482.02,
332,Peggy,user332@example.com,,berlin ,,,1697224314.830382,,duplicate
333,,user333@example.com,123456789,berlin ,Lost,,1697310714.830391,,duplicate
334,Eve,user334@example.com,,Hamburg,lost,Blue backpack missing,2023-09-17,,
335,,user335@example.com,00491701234567,berlin ,Lost,Blue backpack missing,05/06/2025,328.04,
336,David,user336@example.com,,,Lost,,,244.59,duplicate
337,,user337@example.com,abc123,berlin ,Lost,Found keys at cafeteria,2025-05-31,,duplicate
338,,user338@example.com,00491701234567,Frankfurt,,,08/01/2026,,
339,David,user339@example.com,abc123,Frankfurt,FOUND,,2024-06-14,,
,Mallory,invalid-email,00491701234567,berlin ,Found,,30/09/2025,,duplicate
341,Mallory,user341@example.com,00491701234567,Munich,Lost,Found keys at cafeteria,05/02/2024,unknown,
342,Peggy,user342@example.com,abc123,Munich,Lost,Found keys at cafeteria,2023-07-20,163.89,
343,,user343@example.com,,berlin ,Lost,Found keys at cafeteria,1747336314.830513,,
344,,user344@example.com,00491701234567,Munich,,Found keys at cafeteria,12-26-2024,unknown,duplicate
345,Oscar,invalid-email,+49 170 1234567,Frankfurt,lost,Blue backpack missing,28/12/2023,,duplicate
346,Oscar,invalid-email,,berlin ,,Lost black wallet near library,,334.99,
347,,invalid-email,,,,Blue backpack missing,29/02/2024,,duplicate
348,Charlie,user348@example.com,123456789,,Found,Found keys at cafeteria,2023-09-08,381.15,
349,Alice,user349@example.com,abc123,berlin ,,Lost black wallet near library,02-12-2025,,
350,,user350@example.com,123456789,Berlin,,Blue backpack missing,,unknown,duplicate
351,,user351@example.com,abc123,Berlin,,,25/09/2024,unknown,duplicate
352,,invalid-email,123456789,,Lost,Blue backpack missing,,unknown,duplicate
353,Alice,user353@example.com,+49 170 1234567,Munich,,,07-11-2025,unknown,
,David,user354@example.com,+49 170 1234567,,Lost,Lost black wallet near library,,unknown,duplicate
355,Charlie,user355@example.com,123456789,berlin ,Lost,Found keys at cafeteria,29/11/2024,422.85,duplicate
356,Charlie,user356@example.com,abc123,,Lost,Blue backpack missing,2024-11-22,unknown,
357,Charlie,user357@example.com,123456789,,Found,Lost black wallet near library,,23.82,
358,David,user358@example.com,123456789,Berlin,,,,91.96,
359,Mallory,user359@example.com,,Cologne,,Lost black wallet near library,03/09/2023,,
360,David,user360@example.com,00491701234567,Munich,,,26/02/2026,,
361,,user361@example.com,00491701234567,Munich,,Blue backpack missing,03/07/2024,191.78,duplicate
362,Mallory,invalid-email,123456789,,Found,Blue backpack missing,05-22-2024,138.6,
363,David,invalid-email,+49 170 1234567,Frankfurt,,Found keys at cafeteria,,,duplicate
364,Peggy,invalid-email,123456789,MUNICH,Found,Found keys at cafeteria,04/07/2024,,duplicate
365,Bob,user365@example.com,+49 170 1234567,Frankfurt,,,1711307514.830761,,
366,Mallory,invalid-email,123456789,,,Blue backpack missing,10/05/2024,469.73,
367,Peggy,user367@example.com,,berlin ,Found,Blue backpack missing,,426.04,
368,Oscar,invalid-email,00491701234567,berlin ,Found,Blue backpack missing,07/03/2024,,
369,Mallory,user369@example.com,+49 170 1234567,Munich,Lost,Blue backpack missing,1688670714.830804,,
370,,invalid-email,00491701234567,Berlin,,Blue backpack missing,10-19-2023,116.65,
371,Bob,user371@example.com,abc123,berlin ,FOUND,,2023-07-21,unknown,
372,Bob,user372@example.com,+49 170 1234567,Berlin,,,1755976314.830855,,
373,,user373@example.com,+49 170 1234567,berlin ,lost,Lost black wallet near library,,310.79,
374,Bob,user374@example.com,abc123,Frankfurt,lost,Found keys at cafeteria,09-17-2024,,
375,David,invalid-email,abc123,Munich,,,1698779514.830893,,
376,Peggy,invalid-email,00491701234567,Frankfurt,,Found keys at cafeteria,04-02-2024,,
377,Charlie,user377@example.com,+49 170 1234567,Munich,lost,,22/09/2023,58.99,
378,Mallory,user378@example.com,,Berlin,Lost,,2025-02-25,,
379,,user379@example.com,00491701234567,berlin ,lost,Found keys at cafeteria,16/10/2025,,duplicate
380,Eve,user380@example.com,abc123,berlin ,,,,unknown,
381,Charlie,invalid-email,00491701234567,Frankfurt,Lost,,2025-01-17,unknown,
382,,user382@example.com,00491701234567,MUNICH,,,1687288314.830958,,duplicate
383,Eve,invalid-email,123456789,Frankfurt,Lost,Lost black wallet near library,27/05/2024,,
384,Eve,invalid-email,123456789,MUNICH,lost,Blue backpack missing,16/04/2024,,
385,Mallory,user385@example.com,abc123,Frankfurt,Lost,,2025-08-23,unknown,
386,Bob,invalid-email,abc123,,,Lost black wallet near library,06-10-2024,384.6,
387,Peggy,user387@example.com,,Cologne,,Lost black wallet near library,02-15-2025,,
388,,user388@example.com,,Frankfurt,Lost,Found keys at cafeteria,1754593914.831025,unknown,
389,Alice,user389@example.com,,,Found,,01-25-2025,unknown,
390,Charlie,user390@example.com,00491701234567,Frankfurt,,Blue backpack missing,2023-11-17,203.74,duplicate
391,David,user391@example.com,+49 170 1234567,Berlin,Found,,25/11/2025,51.4,
392,,user392@example.com,,berlin ,,,,178.21,
393,,user393@example.com,00491701234567,Berlin,Lost,,2023-08-31,21.72,
394,David,invalid-email,00491701234567,MUNICH,,,1733685114.831089,unknown,
395,Alice,user395@example.com,+49 170 1234567,Cologne,lost,Blue backpack missing,07/12/2023,unknown,
396,Bob,invalid-email,00491701234567,MUNICH,Lost,,2025-07-29,327.43,
397,Oscar,user397@example.com,123456789,Munich,lost,,,64.7,
398,Oscar,user398@example.com,abc123,MUNICH,lost,Blue backpack missing,1763320314.831126,68.95,
399,Oscar,invalid-email,+49 170 1234567,Hamburg,,Lost black wallet near library,2025-04-23,428.76,
400,Mallory,user400@example.com,+49 170 1234567,Hamburg,,,2024-08-22,290.55,duplicate
401,Peggy,user401@example.com,+49 170 1234567,Berlin,Lost,Blue backpack missing,1721589114.831153,66.3,
402,,user402@example.com,+49 170 1234567,Frankfurt,lost,,1743793914.831162,,
403,Alice,user403@example.com,+49 170 1234567,Frankfurt,,,,,
404,Eve,user404@example.com,+49 170 1234567,MUNICH,,,2024-03-24,unknown,duplicate
405,,user405@example.com,123456789,Berlin,Lost,Blue backpack missing,18/08/2025,182.3,
406,Oscar,user406@example.com,,,,Found keys at cafeteria,2025-01-23,unknown,duplicate
407,,user407@example.com,abc123,berlin ,,,2026-01-14,,
408,Mallory,user408@example.com,abc123,Frankfurt,FOUND,Blue backpack missing,2025-10-15,327.42,
409,Oscar,user409@example.com,abc123,,,Blue backpack missing,1705605114.831223,unknown,
410,Charlie,user410@example.com,,,Found,Lost black wallet near library,1728760314.831231,unknown,
411,,invalid-email,+49 170 1234567,Frankfurt,FOUND,Found keys at cafeteria,1769281914.83124,32.8,
,Bob,user412@example.com,,,FOUND,Blue backpack missing,,unknown,
413,Peggy,user413@example.com,123456789,,,Lost black wallet near library,,,duplicate
414,Mallory,user414@example.com,123456789,Frankfurt,,,04-30-2025,unknown,
415,Mallory,user415@example.com,abc123,Cologne,Lost,Blue backpack missing,,,duplicate
416,,user416@example.com,+49 170 1234567,Hamburg,FOUND,,04-06-2025,,duplicate
417,,user417@example.com,,,FOUND,Blue backpack missing,27/06/2024,,duplicate
,Alice,user418@example.com,+49 170 1234567,Munich,Lost,,1771441914.831303,,
419,Alice,user419@example.com,+49 170 1234567,Frankfurt,lost,Lost black wallet near library,1688843514.831319,unknown,
420,David,user420@example.com,123456789,Munich,FOUND,Found keys at cafeteria,,unknown,
421,Oscar,user421@example.com,00491701234567,Berlin,,,,,duplicate
422,Charlie,user422@example.com,,Berlin,,Lost black wallet near library,1724785914.831347,,
423,Eve,invalid-email,,Munich,,Lost black wallet near library,23/12/2023,220.62,duplicate
424,Peggy,user424@example.com,abc123,Munich,,,2025-10-12,unknown,
425,David,invalid-email,+49 170 1234567,berlin ,Found,,03-26-2025,unknown,duplicate
426,Alice,user426@example.com,abc123,Frankfurt,Found,,02-10-2025,unknown,duplicate
,,user427@example.com,00491701234567,Munich,FOUND,Lost black wallet near library,,unknown,duplicate
428,David,user428@example.com,00491701234567,Cologne,FOUND,Lost black wallet near library,09/11/2025,unknown,
429,,invalid-email,abc123,Hamburg,,,1763406714.831408,,
,Eve,invalid-email,abc123,,FOUND,,09-26-2025,,
431,Charlie,user431@example.com,123456789,berlin ,,Found keys at cafeteria,1713467514.831424,unknown,
432,Bob,invalid-email,+49 170 1234567,berlin ,FOUND,Blue backpack missing,1712949114.831432,unknown,
433,Peggy,invalid-email,+49 170 1234567,Munich,lost,Blue backpack missing,2025-10-29,79.02,duplicate
434,Bob,user434@example.com,abc123,Berlin,,,1726513914.831451,unknown,
435,Eve,invalid-email,abc123,MUNICH,,,11-15-2023,unknown,duplicate
436,Mallory,user436@example.com,+49 170 1234567,MUNICH,FOUND,Found keys at cafeteria,,unknown,duplicate
437,Peggy,invalid-email,123456789,,Lost,Blue backpack missing,1748459514.831477,,duplicate
438,Oscar,user438@example.com,abc123,Berlin,lost,,2025-02-28,358.3,
439,Oscar,user439@example.com,123456789,,lost,Found keys at cafeteria,07-17-2024,,
440,Eve,invalid-email,00491701234567,Munich,Found,Lost black wallet near library,09/02/2025,358.43,
,Eve,user441@example.com,abc123,Berlin,FOUND,,2026-02-05,485.97,duplicate
442,,user442@example.com,123456789,Cologne,,Found keys at cafeteria,29/02/2024,324.22,
443,Charlie,user443@example.com,,Cologne,Lost,,09-18-2024,,
444,Alice,invalid-email,,Munich,,,,,
445,David,user445@example.com,,,Lost,Found keys at cafeteria,04/05/2025,,
,Eve,user446@example.com,,Cologne,FOUND,,11-16-2025,,
447,Charlie,user447@example.com,+49 170 1234567,Hamburg,Lost,Found keys at cafeteria,,,
448,Bob,user448@example.com,,Cologne,Lost,,2025-06-05,unknown,
,Oscar,user449@example.com,+49 170 1234567,MUNICH,,,,unknown,
450,,user450@example.com,123456789,Berlin,Lost,,2023-08-02,,
451,Mallory,user451@example.com,123456789,Berlin,,Blue backpack missing,1713121914.831607,unknown,
452,Mallory,user452@example.com,,Hamburg,,Found keys at cafeteria,02-08-2024,,
453,,user453@example.com,+49 170 1234567,Frankfurt,,,,357.91,
454,Alice,user454@example.com,00491701234567,MUNICH,lost,,,,
455,,user455@example.com,,Hamburg,lost,,08-15-2024,240.08,duplicate
456,Oscar,user456@example.com,00491701234567,,,Blue backpack missing,1749928314.831652,,
,David,user457@example.com,,Hamburg,Lost,,01-19-2025,,
458,,invalid-email,abc123,,lost,Blue backpack missing,2024-09-13,273.27,
,Charlie,user459@example.com,,Munich,,Blue backpack missing,,,duplicate
460,Oscar,user460@example.com,,berlin ,Found,Lost black wallet near library,,unknown,
461,Mallory,user461@example.com,,Cologne,lost,,1726513914.831698,45.05,
462,,user462@example.com,123456789,,,Found keys at cafeteria,,274.68,
463,,invalid-email,abc123,Munich,Lost,Found keys at cafeteria,,275.73,duplicate
464,Mallory,invalid-email,00491701234567,berlin ,,Lost black wallet near library,29/08/2024,unknown,duplicate
465,Mallory,invalid-email,+49 170 1234567,berlin ,Found,Lost black wallet near library,10-26-2025,139.95,
466,Mallory,user466@example.com,,Cologne,FOUND,Found keys at cafeteria,01-08-2026,,
467,,user467@example.com,00491701234567,,Lost,Found keys at cafeteria,,,duplicate
468,Bob,user468@example.com,+49 170 1234567,Hamburg,,,18/05/2025,,duplicate
469,,user469@example.com,abc123,,Found,Found keys at cafeteria,1747422714.831768,unknown,
470,,invalid-email,+49 170 1234567,berlin ,FOUND,Found keys at cafeteria,11-01-2023,,
471,Peggy,user471@example.com,abc123,,,,11-13-2025,378.54,
472,Eve,user472@example.com,+49 170 1234567,Frankfurt,,Found keys at cafeteria,05-10-2024,86.74,duplicate
473,Oscar,invalid-email,abc123,,Found,Blue backpack missing,1752693114.831804,,
474,Charlie,user474@example.com,00491701234567,Berlin,,Lost black wallet near library,10-05-2025,463.89,
475,Eve,user475@example.com,,,Found,Blue backpack missing,,23.95,
476,Peggy,user476@example.com,abc123,Hamburg,,Lost black wallet near library,2023-08-08,unknown,duplicate
477,Oscar,user477@example.com,+49 170 1234567,Hamburg,Lost,,1696273914.831838,unknown,
478,Charlie,user478@example.com,,MUNICH,,Blue backpack missing,09-18-2024,330.02,
479,Peggy,user479@example.com,00491701234567,,Lost,Lost black wallet near library,10-31-2023,353.31,
,,user480@example.com,00491701234567,MUNICH,Found,,02/11/2023,unknown,
481,Eve,user481@example.com,+49 170 1234567,,FOUND,Found keys at cafeteria,1687461114.831935,262.14,
482,,user482@example.com,123456789,Berlin,,Blue backpack missing,1753902714.831943,unknown,duplicate
483,Bob,user483@example.com,abc123,Cologne,,Blue backpack missing,23/11/2023,21.41,duplicate
,,user484@example.com,00491701234567,berlin ,FOUND,Found keys at cafeteria,17/05/2025,9.34,
485,Alice,user485@example.com,+49 170 1234567,Cologne,lost,Found keys at cafeteria,1750446714.831975,,
486,Mallory,user486@example.com,abc123,berlin ,Found,Blue backpack missing,2025-07-23,unknown,duplicate
487,Bob,invalid-email,abc123,Munich,Lost,,,,
488,Peggy,invalid-email,abc123,berlin ,,,01-16-2025,152.84,
489,Oscar,user489@example.com,00491701234567,berlin ,,Found keys at cafeteria,,unknown,duplicate
490,Oscar,invalid-email,00491701234567,berlin ,,Lost black wallet near library,2025-02-16,unknown,
,Oscar,user491@example.com,,Frankfurt,lost,Found keys at cafeteria,,192.42,
492,David,user492@example.com,,Frankfurt,Found,,1762801914.832036,368.14,duplicate
493,Oscar,user493@example.com,abc123,MUNICH,,,,,duplicate
494,Eve,user494@example.com,123456789,Berlin,,Lost black wallet near library,2025-07-22,,duplicate
,Peggy,user495@example.com,abc123,,lost,Found keys at cafeteria,10/03/2025,,
496,Peggy,user496@example.com,00491701234567,Hamburg,FOUND,Blue backpack missing,,unknown,
497,Charlie,user497@example.com,00491701234567,Frankfurt,,Found keys at cafeteria,2025-05-02,,duplicate
498,Eve,user498@example.com,00491701234567,,Found,Lost black wallet near library,2024-08-14,68.68,duplicate
499,Bob,invalid-email,abc123,,Lost,Lost black wallet near library,1762024314.832096,,duplicate
