id,name,email,phone,city,status,description,date_reported,value_estimate,duplicate_field
419,Alice,user419@example.com,491701234567,Frankfurt,Lost,Lost black wallet near library,,,
420,David,user420@example.com,123456789,Munich,Found,Found keys at cafeteria,,,
421,Oscar,user421@example.com,491701234567,Berlin,,,,,duplicate
422,Charlie,user422@example.com,,Berlin,,Lost black wallet near library,,,
423,Eve,,,Munich,,Lost black wallet near library,,220.62,duplicate
424,Peggy,user424@example.com,,Munich,,,,,
425,David,,491701234567,Berlin,Found,,,,duplicate
426,Alice,user426@example.com,,Frankfurt,Found,,,,duplicate
,,user427@example.com,491701234567,Munich,Found,Lost black wallet near library,,,duplicate
428,David,user428@example.com,491701234567,Cologne,Found,Lost black wallet near library,,,
429,,,,Hamburg,,,,,
,Eve,,,,Found,,,,
431,Charlie,user431@example.com,123456789,Berlin,,Found keys at cafeteria,,,
432,Bob,,491701234567,Berlin,Found,Blue backpack missing,,,
433,Peggy,,491701234567,Munich,Lost,Blue backpack missing,,79.02,duplicate
434,Bob,user434@example.com,,Berlin,,,,,
435,Eve,,,Munich,,,,,duplicate
436,Mallory,user436@example.com,491701234567,Munich,Found,Found keys at cafeteria,,,duplicate
437,Peggy,,123456789,,Lost,Blue backpack missing,,,duplicate
438,Oscar,user438@example.com,,Berlin,Lost,,,358.3,
439,Oscar,user439@example.com,123456789,,Lost,Found keys at cafeteria,,,
440,Eve,,491701234567,Munich,Found,Lost black wallet near library,,358.43,
,Eve,user441@example.com,,Berlin,Found,,,485.97,duplicate
442,,user442@example.com,123456789,Cologne,,Found keys at cafeteria,,324.22,
443,Charlie,user443@example.com,,Cologne,Lost,,,,
444,Alice,,,Munich,,,,,
445,David,user445@example.com,,,Lost,Found keys at cafeteria,,,
,Eve,user446@example.com,,Cologne,Found,,,,
447,Charlie,user447@example.com,491701234567,Hamburg,Lost,Found keys at cafeteria,,,
448,Bob,user448@example.com,,Cologne,Lost,,,,
,Oscar,user449@example.com,491701234567,Munich,,,,,
450,,user450@example.com,123456789,Berlin,Lost,,,,
451,Mallory,user451@example.com,123456789,Berlin,,Blue backpack missing,,,
452,Mallory,user452@example.com,,Hamburg,,Found keys at cafeteria,,,
453,,user453@example.com,491701234567,Frankfurt,,,,357.91,
454,Alice,user454@example.com,491701234567,Munich,Lost,,,,
455,,user455@example.com,,Hamburg,Lost,,,240.08,duplicate
456,Oscar,user456@example.com,491701234567,,,Blue backpack missing,,,
,David,user457@example.com,,Hamburg,Lost,,,,
458,,,,,Lost,Blue backpack missing,,273.27,
,Charlie,user459@example.com,,Munich,,Blue backpack missing,,,duplicate
460,Oscar,user460@example.com,,Berlin,Found,Lost black wallet near library,,,
461,Mallory,user461@example.com,,Cologne,Lost,,,45.05,
462,,user462@example.com,123456789,,,Found keys at cafeteria,,274.68,
463,,,,Munich,Lost,Found keys at cafeteria,,275.73,duplicate
464,Mallory,,491701234567,Berlin,,Lost black wallet near library,,,duplicate
465,Mallory,,491701234567,Berlin,Found,Lost black wallet near library,,139.95,
466,Mallory,user466@example.com,,Cologne,Found,Found keys at cafeteria,,,
467,,user467@example.com,491701234567,,Lost,Found keys at cafeteria,,,duplicate
468,Bob,user468@example.com,491701234567,Hamburg,,,,,duplicate
469,,user469@example.com,,,Found,Found keys at cafeteria,,,
470,,,491701234567,Berlin,Found,Found keys at cafeteria,,,
471,Peggy,user471@example.com,,,,,,378.54,
472,Eve,user472@example.com,491701234567,Frankfurt,,Found keys at cafeteria,,86.74,duplicate
473,Oscar,,,,Found,Blue backpack missing,,,
474,Charlie,user474@example.com,491701234567,Berlin,,Lost black wallet near library,,463.89,
475,Eve,user475@example.com,,,Found,Blue backpack missing,,23.95,
476,Peggy,user476@example.com,,Hamburg,,Lost black wallet near library,,,duplicate
477,Oscar,user477@example.com,491701234567,Hamburg,Lost,,,,
478,Charlie,user478@example.com,,Munich,,Blue backpack missing,,330.02,
479,Peggy,user479@example.com,491701234567,,Lost,Lost black wallet near library,,353.31,
,,user480@example.com,491701234567,Munich,Found,,,,
481,Eve,user481@example.com,491701234567,,Found,Found keys at cafeteria,,262.14,
482,,user482@example.com,123456789,Berlin,,Blue backpack missing,,,duplicate
483,Bob,user483@example.com,,Cologne,,Blue backpack missing,,21.41,duplicate
,,user484@example.com,491701234567,Berlin,Found,Found keys at cafeteria,,9.34,
485,Alice,user485@example.com,491701234567,Cologne,Lost,Found keys at cafeteria,,,
486,Mallory,user486@example.com,,Berlin,Found,Blue backpack missing,,,duplicate
487,Bob,,,Munich,Lost,,,,
488,Peggy,,,Berlin,,,,152.84,
489,Oscar,user489@example.com,491701234567,Berlin,,Found keys at cafeteria,,,duplicate
490,Oscar,,491701234567,Berlin,,Lost black wallet near library,,,
,Oscar,user491@example.com,,Frankfurt,Lost,Found keys at cafeteria,,192.42,
492,David,user492@example.com,,Frankfurt,Found,,,368.14,duplicate
493,Oscar,user493@example.com,,Munich,,,,,duplicate
494,Eve,user494@example.com,123456789,Berlin,,Lost black wallet near library,,,duplicate
,Peggy,user495@example.com,,,Lost,Found keys at cafeteria,,,
496,Peggy,user496@example.com,491701234567,Hamburg,Found,Blue backpack missing,,,
497,Charlie,user497@example.com,491701234567,Frankfurt,,Found keys at cafeteria,,,duplicate
498,Eve,user498@example.com,491701234567,,Found,Lost black wallet near library,,68.68,duplicate
499,Bob,,,,Lost,Lost black wallet near library,,,duplicate
